what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269503039778
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269504186476
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1269504269855
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1269504270217
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269504272604
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269504334427
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269504348024
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1269504348082
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269504356433
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269504416481
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269524576032
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269524585019
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269524647770
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269524650807
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269524666833
started,bundle,org.eclipse.mylyn.java.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.java.ui",1269524699160
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1269524791270
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1269524791502
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1269524792064
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269524795308
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269543941509
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269543960309
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.exit",1269543968071
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,"org.eclipse.jst.j2ee.xdoclet.runtime",1269543971968
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1269543972294
